2.85724E+12,1.7400799,0.4671765,-4.3332353,1.7398828,0.25523898,-4.2182317,1.6091611,0.2694605,-4.2679014,1.65194,0.03559801,-4.478477,1.6778103,-0.19678065,-4.6871343,1.8366258,0.23879565,-4.125663,1.9855211,-0.011294335,-4.4061804,1.9670216,-0.24208361,-4.3916874,1.6545153,-0.22870567,-4.3567004,1.7273992,-0.6099355,-4.5981164,1.6439186,-0.9740867,-4.440327,1.829493,-0.23820233,-4.3212786,1.8141234,-0.6167244,-4.4720955,1.7565604,-1.0043073,-4.419265,1.7155234,0.5010658,-4.330869,1.7575349,0.5069586,-4.332597,nan,nan,nan,1.8583118,0.45582238,-4.3335557
2.85724E+12,1.8447756,0.51867354,-4.6412168,1.7507802,0.25683787,-4.244654,1.6257098,0.2722313,-4.311794,1.6154811,0.04632178,-4.379629,nan,nan,nan,1.9661642,0.25563842,-4.4166636,2.0784042,-0.023943186,-4.6123133,2.0023491,-0.2581792,-4.4705663,1.6217729,-0.22579974,-4.301345,1.6585752,-0.60159963,-4.4471664,1.6359951,-0.95777905,-4.418923,1.7978039,-0.2355929,-4.273934,1.8129869,-0.6122252,-4.439467,1.7640022,-1.008562,-4.4379888,1.8577657,0.5506682,-4.706172,1.8545141,0.5469457,-4.5716796,nan,nan,nan,1.8386817,0.45389143,-4.315199
2.85724E+12,1.7168063,0.47802615,-4.29117,1.7474656,0.25774628,-4.2596684,1.631317,0.27317056,-4.326665,1.6297253,0.048845172,-4.4182515,nan,nan,nan,1.9072162,0.24797383,-4.284229,2.0740502,-0.016073555,-4.6026397,2.0418272,-0.2542913,-4.536105,1.6072844,-0.22408143,-4.2686043,1.6069192,-0.58003545,-4.340684,1.6188331,-0.94562757,-4.372564,1.7944691,-0.2341932,-4.2485204,1.8199536,-0.6234053,-4.4511538,1.7612472,-0.9879215,-4.4310627,1.7057525,0.49808908,-4.287376,1.9369748,0.5701953,-4.748816,nan,nan,nan,1.8207225,0.45918828,-4.278033
2.85724E+12,1.6987067,0.4657369,-4.2560678,1.7500153,0.25858253,-4.2734847,1.6283178,0.27266842,-4.3187065,1.6131556,0.04914725,-4.395636,nan,nan,nan,1.858253,0.24262564,-4.1918683,2.1009226,-0.021891803,-4.6429768,2.029588,-0.25079137,-4.520441,1.6006398,-0.22323146,-4.2523923,1.5700167,-0.56842697,-4.272978,1.6218345,-0.93580014,-4.4029536,1.7856369,-0.233735,-4.24022,1.8231874,-0.62748873,-4.457739,1.7735666,-0.988536,-4.4620533,1.6890917,0.49299464,-4.25433,1.7444082,0.49522573,-4.2788105,nan,nan,nan,1.8095407,0.45955232,-4.253038
2.85724E+12,1.6803858,0.476798,-4.2407937,1.7389925,0.2581577,-4.266512,1.6294096,0.27285126,-4.3215985,1.5962932,0.041996032,-4.3793526,nan,nan,nan,1.8402308,0.24072781,-4.1590934,2.091246,-0.024271697,-4.6301208,2.0486495,-0.2594732,-4.568677,1.5974782,-0.21701142,-4.2624702,1.5209925,-0.5679529,-4.2283435,1.544416,-0.9269968,-4.2986417,1.7882992,-0.23438892,-4.2520976,1.8198332,-0.6300314,-4.4678354,1.760799,-0.99021673,-4.4482837,1.6730527,0.49698478,-4.236085,1.7253362,0.50324357,-4.2769046,nan,nan,nan,1.7971245,0.45927367,-4.2401695
2.85724E+12,1.7029563,0.48553,-4.313771,1.728234,0.25188568,-4.2657394,1.631505,0.2679718,-4.3448076,1.5886128,0.038045734,-4.391675,nan,nan,nan,1.8667222,0.24523205,-4.23712,2.0694408,-0.025167406,-4.6026573,2.0330515,-0.26175132,-4.5526896,1.578926,-0.21224517,-4.239156,1.469838,-0.55655324,-4.1668634,1.4386971,-0.9141503,-4.1478677,1.7728837,-0.2333377,-4.2331896,1.8050274,-0.62893796,-4.458877,1.7523304,-0.99733895,-4.436402,1.6570317,0.50285333,-4.2322574,1.7186891,0.5046536,-4.3016653,nan,nan,nan,1.78865,0.45817754,-4.22803
2.85724E+12,1.6353418,0.46591333,-4.2213783,1.7057034,0.24751179,-4.2546062,1.6015351,0.25697654,-4.3265476,1.5815601,0.029597044,-4.407916,1.7435951,-0.1816602,-4.9462233,1.8695639,0.24180765,-4.2823563,1.9388075,-0.030261338,-4.3527575,1.9986478,-0.26676607,-4.501518,1.5537187,-0.21529749,-4.218776,1.4523269,-0.54985195,-4.176368,1.3408751,-0.9006326,-4.0333776,1.748403,-0.23817274,-4.2142854,1.7823594,-0.63150907,-4.435177,1.7485245,-0.99633837,-4.431678,1.6126713,0.4930718,-4.195685,1.6805778,0.49317318,-4.2368903,nan,nan,nan,1.7678143,0.4501689,-4.2115197
2.85724E+12,1.6141374,0.46428657,-4.238189,1.6845174,0.23895273,-4.242129,1.5699606,0.25032255,-4.312891,1.5644764,0.030566216,-4.414815,nan,nan,nan,1.8584958,0.23945214,-4.308405,1.9258548,-0.034020483,-4.362778,1.8795961,-0.25444508,-4.3193808,1.5127331,-0.22225514,-4.183913,1.4243492,-0.5561079,-4.174768,1.2522577,-0.8934957,-3.948156,1.6975168,-0.24438837,-4.1585646,1.7549802,-0.63614976,-4.4013963,1.7473224,-0.9959626,-4.430477,1.5996345,0.49436134,-4.2158275,1.6617632,0.4944746,-4.2439003,nan,nan,nan,1.7169776,0.45052722,-4.1746078
2.85724E+12,1.6014612,0.46302927,-4.2444696,1.6354353,0.23116633,-4.1857076,1.5289884,0.23936099,-4.276181,1.4870905,0.019119233,-4.2971773,nan,nan,nan,1.82389,0.23692074,-4.30126,1.8518219,-0.04100573,-4.273425,1.8032519,-0.26383156,-4.210493,1.4689571,-0.23137277,-4.1407557,1.3795902,-0.56955075,-4.154698,1.2096385,-0.91575706,-3.9691465,1.6494893,-0.24722648,-4.109897,1.7364955,-0.64004827,-4.3901143,1.7486736,-0.99656904,-4.4339647,1.5484989,0.47721675,-4.148953,1.6271813,0.4938215,-4.2336698,nan,nan,nan,1.6694934,0.45132592,-4.15505
2.85724E+12,1.5255622,0.43719217,-4.1478586,1.5832365,0.22706562,-4.1516314,1.486611,0.23410782,-4.2685356,1.4493289,0.012557954,-4.2831182,nan,nan,nan,1.7587179,0.22639254,-4.232293,1.7842935,-0.044674277,-4.205871,1.7283313,-0.2683981,-4.1274843,1.409734,-0.23498732,-4.0828986,1.3488938,-0.57815933,-4.1407843,1.1720808,-0.93351376,-3.9794261,1.596114,-0.24702394,-4.058872,1.7227399,-0.64260554,-4.389795,1.7466314,-0.9889476,-4.42816,1.4857799,0.4594802,-4.096618,1.5570475,0.47417462,-4.1341457,nan,nan,nan,1.6276231,0.43442652,-4.11291
2.85724E+12,1.4568892,0.43059784,-4.068778,1.5234218,0.22265622,-4.0825224,1.4238203,0.23332548,-4.18529,1.4126562,0.009186268,-4.2626624,nan,nan,nan,1.6595716,0.22093783,-4.0971174,1.6883268,-0.039827913,-4.0991526,1.6389046,-0.26192564,-4.0351596,1.3572642,-0.23613739,-4.0432982,1.3033674,-0.58270264,-4.091655,1.1578237,-0.9545249,-4.011135,1.5375987,-0.2452789,-4.0141816,1.6715302,-0.642074,-4.3409615,1.7463347,-0.9844147,-4.4263854,1.4225146,0.45697922,-4.036722,1.4845937,0.4648434,-4.0487475,nan,nan,nan,1.5592674,0.4243721,-4.0434337
