2215797192864;-0.038485523;0.1109265;-3.2993414;0.033394173;-0.06264171;-3.2472138;-0.1068965;-0.061348896;-3.180197;nan;nan;nan;nan;nan;nan;0.15762812;-0.06244702;-3.2371216;0.3863797;-0.09841492;-3.2944176;0.6122217;-0.13325158;-3.2937748;-0.09163986;-0.5455629;-3.2581875;-0.04425271;-0.9590441;-3.3945265;-0.0451179;-1.334882;-3.4608932;0.076833986;-0.5444857;-3.2011764;0.057409253;-0.94615036;-3.3488896;0.057727873;-1.3344865;-3.3674765;-0.05660073;0.13713983;-3.2999978;-0.0068490654;0.15120244;-3.3212392;nan;nan;nan;0.059120968;0.120511346;-3.4487402;
2215797192888;-0.038540583;0.11108461;-3.3040533;0.03350463;-0.06284921;-3.257981;-0.1033265;-0.055715255;-3.3471866;-0.33296993;-0.10245846;-3.7630286;-0.39138827;-0.098530754;-3.2982948;0.1576136;-0.062441584;-3.2368267;0.37835136;-0.09867796;-3.3032317;0.6041315;-0.11600681;-3.2989414;-0.09162212;-0.5454563;-3.2575495;-0.04453253;-0.9651106;-3.4160008;-0.045063756;-1.3332828;-3.4567466;0.0768508;-0.54460484;-3.2018769;0.056873508;-0.93731886;-3.3176272;0.05786718;-1.3466346;-3.3755968;-0.047615316;0.13733593;-3.3047197;-0.0066530546;0.14687112;-3.2260966;nan;nan;nan;0.058090653;0.118411146;-3.388634;
2215797192864;-0.038571488;0.11117399;-3.306705;0.03339547;-0.06264417;-3.2473445;-0.10306902;-0.06226699;-3.3901935;-0.34499347;-0.06294924;-3.7816625;-0.42800543;-0.05495821;-3.3015578;0.16510999;-0.06251654;-3.2407143;0.39115283;-0.08422466;-3.2994404;0.59505963;-0.08416915;-3.2989445;-0.09170028;-0.5459222;-3.2603333;-0.052597586;-0.9719311;-3.4401405;-0.04504281;-1.3326633;-3.455141;0.06979507;-0.54586285;-3.2092724;0.05727344;-0.943911;-3.3409636;0.05784809;-1.3477982;-3.3744833;-0.046016924;0.13744816;-3.3074157;-0.003060436;0.13835876;-3.2734299;nan;nan;nan;0.058878776;0.12001765;-3.4346128;
2215797192888;-0.04257287;0.122737505;-3.3763113;0.033336006;-0.06253256;-3.2415552;-0.103448406;-0.06471337;-3.4157624;-0.3113174;-0.045960665;-3.6639147;-0.3864335;0.0031674057;-3.271655;0.16733992;-0.062455244;-3.237544;0.4017272;-0.06748071;-3.2984157;0.60195565;-0.037689086;-3.2842028;-0.091725305;-0.54607135;-3.261224;-0.054686986;-0.9639947;-3.412046;-0.045027778;-1.3322183;-3.4539871;0.073683836;-0.54727834;-3.217593;0.05755327;-0.94852334;-3.3572915;0.057802062;-1.3471392;-3.3718321;-0.045606952;0.13746248;-3.3077567;-0.004879746;0.14227748;-3.2396026;nan;nan;nan;0.060191024;0.122692466;-3.5111663;
2215797192864;-0.043352637;0.12499977;-3.3294253;0.03330584;-0.062475942;-3.2386196;-0.1040093;-0.06591563;-3.432484;-0.2661743;-0.026992887;-3.5309045;-0.3497343;0.044884786;-3.2771676;0.17303531;-0.06227979;-3.2284472;0.41146043;-0.050064344;-3.2967808;0.592299;0.017774865;-3.2652197;-0.0917124;-0.5459947;-3.260766;-0.049492385;-0.95452535;-3.3785248;-0.04502515;-1.3321402;-3.4537854;0.07029016;-0.5479879;-3.2217662;0.057503592;-0.94770503;-3.3543935;0.05775749;-1.3407061;-3.3693783;-0.043550707;0.1473037;-3.3525004;-0.011306209;0.14715669;-3.2889054;nan;nan;nan;0.06110383;0.12455308;-3.5644174;
2215797192888;-0.043767568;0.1262029;-3.313162;0.03814313;-0.06233207;-3.2311542;-0.10456798;-0.06653866;-3.4422448;-0.24017571;0.0028897896;-3.3082218;-0.33316058;0.10310396;-3.2764552;0.17576805;-0.062177166;-3.2231293;0.40609604;-0.036884375;-3.2960033;0.56752425;0.06838152;-3.2557116;-0.09181679;-0.5466162;-3.2644808;-0.046613496;-0.9525485;-3.3715312;-0.04504443;-1.33271;-3.4552643;0.07345094;-0.5484036;-3.2241988;0.057573646;-0.9488595;-3.35848;0.057730384;-1.3369612;-3.3679197;-0.04310084;0.14906412;-3.408625;-0.009848257;0.15072519;-3.3338811;nan;nan;nan;0.067171864;0.13104644;-3.5991926;
2215797192864;-0.03416132;0.12650853;-3.3055966;0.041051473;-0.066853754;-3.228439;-0.10479376;-0.06662306;-3.4370031;-0.23484069;0.020364366;-3.2752712;-0.31288135;0.14527288;-3.296056;0.17601855;-0.06182139;-3.2046795;0.40698525;-0.026563793;-3.3378131;0.53991055;0.116452396;-3.257001;-0.09183738;-0.5467388;-3.2652123;-0.04989234;-0.9536766;-3.3755338;-0.045054343;-1.3330028;-3.456024;0.07066957;-0.5474327;-3.2184806;0.05769022;-0.950781;-3.3652852;0.057705127;-1.3345268;-3.3664594;-0.043676205;0.15626933;-3.4795945;-0.00865861;0.15234646;-3.3499978;nan;nan;nan;0.07093976;0.13004087;-3.6262164;
2215797192888;-0.030425407;0.11942685;-3.303509;0.042562608;-0.06517942;-3.2258997;-0.10627638;-0.06731138;-3.4713433;-0.23654774;0.031780712;-3.290385;-0.30447572;0.1728636;-3.31879;0.17668065;-0.062010862;-3.2145703;0.39764836;-0.017280005;-3.3256946;0.5208981;0.16636431;-3.2650669;-0.09169519;-0.5413806;-3.2602556;-0.051948972;-0.95261973;-3.3717935;-0.045058798;-1.3331342;-3.4563646;0.07376904;-0.54382825;-3.2236257;0.057483643;-0.9473766;-3.3531954;0.05768328;-1.3330635;-3.3650944;-0.039774027;0.1459555;-3.354726;-0.007849358;0.15448058;-3.387254;nan;nan;nan;0.072908886;0.12898898;-3.6394737;
2215797192864;-0.03592433;0.12257896;-3.336789;0.043246318;-0.06390242;-3.2280886;-0.105877586;-0.06678781;-3.4465606;-0.24261196;0.040832408;-3.3457956;-0.29230085;0.19273518;-3.3326094;0.17987835;-0.061653268;-3.1959646;0.4007191;0.00048416853;-3.3148696;0.49864015;0.20560308;-3.2805195;-0.091746256;-0.53874624;-3.2621047;-0.053226657;-0.9530273;-3.3732529;-0.04505733;-1.3330903;-3.45625;0.076031715;-0.54209083;-3.230584;0.057380334;-0.9456738;-3.3471467;0.0576668;-1.3322854;-3.3640022;-0.041251846;0.15041116;-3.3768132;-0.012235861;0.1561557;-3.4204638;nan;nan;nan;0.0636735;0.118907414;-3.3820367;
2215797192888;-0.03985569;0.12403023;-3.335527;0.04339511;-0.06305012;-3.233072;-0.10690109;-0.06717374;-3.4708023;-0.24658374;0.03949447;-3.4338112;-0.28164506;0.19372758;-3.333644;0.17671455;-0.061313648;-3.178352;0.39778438;0.000749737;-3.3432212;0.4728326;0.22295089;-3.2901769;-0.091853015;-0.53773737;-3.2658768;-0.05390771;-0.9544244;-3.3782277;-0.04507039;-1.3334764;-3.457252;0.07739992;-0.5409709;-3.2335088;0.057333365;-0.94490004;-3.3444076;0.057675716;-1.332454;-3.364412;-0.042903207;0.15461808;-3.4189205;-0.015121556;0.1563654;-3.4251392;nan;nan;nan;0.059613425;0.116387956;-3.3277342;
